Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares
ATPC,Agape ATP Corporation - Common Stock,S,N,N,100,N,N
ATRA,"Atara Biotherapeutics, Inc. - Common Stock",Q,N,N,100,N,N
ATRC,"AtriCure, Inc. - Common Stock",G,N,N,100,N,N
ATRO,Astronics Corporation - Common Stock,Q,N,N,100,N,N
ATXG,Addentax Group Corp. - Common Stock,S,N,D,100,N,N
ATXS,"Astria Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
ATYR,"aTyr Pharma, Inc. - Common Stock",S,N,N,100,N,N
AUBN,"Auburn National Bancorporation, Inc. - Common Stock",G,N,N,100,N,N
AUDC,AudioCodes Ltd. - Ordinary Shares,Q,N,N,100,N,N
AUGO,Aura Minerals Inc. - Common Shares,Q,N,N,100,N,N
AUID,authID Inc. - Common Stock,S,N,N,100,N,N
AUPH,Aurinia Pharmaceuticals Inc - Common Shares,G,N,N,100,N,N
AUR,"Aurora Innovation, Inc.  - Class A Common Stock",Q,N,N,100,N,N
AURA,"Aura Biosciences, Inc. - Common Stock",G,N,N,100,N,N
AUROW,"Aurora Innovation, Inc.  - Warrant",Q,N,N,100,N,N
AUTL,Autolus Therapeutics plc - American Depositary Shares,Q,N,N,100,N,N
AUUD,Auddia Inc. - Common Stock,S,N,N,100,N,N
AUUDW,Auddia Inc. - Warrants,S,N,N,100,N,N
AVAH,Aveanna Healthcare Holdings Inc. - Common Stock,Q,N,N,100,N,N
AVAV,"AeroVironment, Inc. - Common Stock",Q,N,N,100,N,N
AVBP,"ArriVent BioPharma, Inc. - Common Stock",G,N,N,100,N,N
AVDL,Avadel Pharmaceuticals plc - Ordinary Share,G,N,N,100,N,N
AVDX,"AvidXchange Holdings, Inc. - Common Stock",Q,N,N,100,N,N
AVGO,Broadcom Inc. - Common Stock,Q,N,N,100,N,N
AVIR,"Atea Pharmaceuticals, Inc. - common stock",Q,N,N,100,N,N
AVNW,"Aviat Networks, Inc. - Common Stock",Q,N,N,100,N,N
AVO,"Mission Produce, Inc. - Common Stock",Q,N,N,100,N,N
AVPT,"AvePoint, Inc. - Class A Common Stock",Q,N,N,100,N,N
AVR,Anteris Technologies Global Corp. - Common Stock,G,N,N,100,N,N
AVT,"Avnet, Inc. - Common Stock",Q,N,N,100,N,N
AVTX,"Avalo Therapeutics, Inc. - Common Stock",S,N,N,100,N,N
AVXL,Anavex Life Sciences Corp. - Common Stock,Q,N,N,100,N,N
AWRE,"Aware, Inc. - Common Stock",G,N,N,100,N,N
AXGN,"Axogen, Inc. - Common Stock",S,N,N,100,N,N
AXINU,Axiom Intelligence Acquisition Corp 1 - Units,G,N,N,100,N,N
AXON,"Axon Enterprise, Inc. - Common Stock",Q,N,N,100,N,N
AXSM,"Axsome Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
AXTI,AXT Inc - Common Stock,Q,N,D,100,N,N
AYRO,"AYRO, Inc. - Common Stock",S,N,N,100,N,N
AYTU,"Aytu BioPharma, Inc.  - Common Stock",S,N,N,100,N,N
AZ,A2Z Cust2Mate Solutions Corp. - Common Shares,S,N,N,100,N,N
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,G,N,D,100,N,N
AZN,AstraZeneca PLC - American Depositary Shares,Q,N,N,100,N,N
AZTA,"Azenta, Inc. - Common Stock",Q,N,N,100,N,N
BACCU,Blue Acquisition Corp. - Unit,G,N,N,100,N,N
BACQ,Bleichroeder Acquisition Corp. I - Class A Ordinary Shares,G,N,N,100,N,N
BACQR,Bleichroeder Acquisition Corp. I - Right,G,N,N,100,N,N
BACQU,Bleichroeder Acquisition Corp. I - Unit,G,N,N,100,N,N
BAER,"Bridger Aerospace Group Holdings, Inc. - Common Stock",G,N,N,100,N,N
BAERW,"Bridger Aerospace Group Holdings, Inc. - Warrant",G,N,N,100,N,N
BAFN,BayFirst Financial Corp. - Common Stock,S,N,N,100,N,N
BAND,Bandwidth Inc. - Class A Common Stock,Q,N,N,100,N,N
BANF,BancFirst Corporation - Common Stock,Q,N,N,100,N,N
BANFP,BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities,Q,N,N,100,N,N
BANL,CBL International Limited - Ordinary Shares,S,N,N,100,N,N
BANR,Banner Corporation - Common Stock,Q,N,N,100,N,N
BANX,ArrowMark Financial Corp. - Closed End Fund,Q,N,D,100,N,N
BAOS,Baosheng Media Group Holdings Limited - Ordinary shares,S,N,N,100,N,N
BASE,"Couchbase, Inc. - Common Stock",Q,N,N,100,N,N
BATRA,"Atlanta Braves Holdings, Inc. - Series A Common Stock",Q,N,N,100,N,N
BATRK,"Atlanta Braves Holdings, Inc. - Series C Common Stock",Q,N,N,100,N,N
BAYA,Bayview Acquisition Corp - Ordinary Share,G,N,N,100,N,N
BAYAR,Bayview Acquisition Corp - Right,G,N,N,100,N,N
BAYAU,Bayview Acquisition Corp - Unit,G,N,N,100,N,N
BBCP,"Concrete Pumping Holdings, Inc.  - Common Stock",S,N,N,100,N,N
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",S,N,N,100,N,N
BBIO,"BridgeBio Pharma, Inc. - Common Stock",Q,N,N,100,N,N
BBLG,Bone Biologics Corp - Common Stock,S,N,N,100,N,N
BBLGW,Bone Biologics Corp - warrants,S,N,N,100,N,N
BBNX,"Beta Bionics, Inc. - Common Stock",G,N,N,100,N,N
BBSI,"Barrett Business Services, Inc. - Common Stock",Q,N,N,100,N,N
BCAB,"BioAtla, Inc. - Common Stock",G,N,D,100,N,N
BCAL,California BanCorp - Common Stock,S,N,N,100,N,N
BCAX,Bicara Therapeutics Inc. - Common Stock,G,N,N,100,N,N
BCBP,"BCB Bancorp, Inc. (NJ) - Common Stock",G,N,N,100,N,N
BCDA,"BioCardia, Inc. - Common Stock",S,N,D,100,N,N
BCG,"Binah Capital Group, Inc. - Common Stock",G,N,N,100,N,N
BCGWW,"Binah Capital Group, Inc. - Warrants",S,N,N,100,N,N
BCML,BayCom Corp - Common Stock,Q,N,N,100,N,N
BCPC,Balchem Corporation - Common Stock,Q,N,N,100,N,N
BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,N,N
BCTX,BriaCell Therapeutics Corp. - Common Shares,S,N,N,100,N,N
BCTXW,BriaCell Therapeutics Corp. - Warrant,S,N,N,100,N,N
BCTXZ,BriaCell Therapeutics Corp. - Warrant,S,N,N,100,N,N
BCYC,Bicycle Therapeutics plc - American Depositary Shares,Q,N,N,100,N,N
BDMD,Baird Medical Investment Holdings Ltd - Ordinary Share,S,N,N,100,N,N
BDMDW,Baird Medical Investment Holdings Ltd - Warrant,S,N,N,100,N,N
BDRX,Biodexa Pharmaceuticals plc - American Depositary Shares,S,N,N,100,N,N
BDSX,"Biodesix, Inc. - Common Stock",G,N,D,100,N,N
BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N
BEAG,Bold Eagle Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N
BEAGR,Bold Eagle Acquisition Corp. - Right,G,N,N,100,N,N
BEAGU,Bold Eagle Acquisition Corp. - Units,G,N,N,100,N,N
BEAM,Beam Therapeutics Inc. - Common Stock,Q,N,N,100,N,N
BEAT,"Heartbeam, Inc. - Common Stock",S,N,N,100,N,N
BEATW,"Heartbeam, Inc. - Warrant",S,N,N,100,N,N
BEEM,Beam Global - Common Stock,S,N,N,100,N,N
BEEP,Mobile Infrastructure Corporation - Common Stock,G,N,N,100,N,N
BELFA,Bel Fuse Inc. - Class A Common Stock,Q,N,N,100,N,N
BELFB,Bel Fuse Inc. - Class B Common Stock,Q,N,N,100,N,N
BENF,Beneficient - Class A Common Stock,S,N,H,100,N,N
BENFW,Beneficient - Warrant,S,N,H,100,N,N
BETR,Better Home & Finance Holding Company - Class A Common Stock,G,N,N,100,N,N
BETRW,Better Home & Finance Holding Company - Warrant,G,N,N,100,N,N
BFC,Bank First Corporation - Common Stock,S,N,N,100,N,N
BFIN,BankFinancial Corporation - Common Stock,Q,N,N,100,N,N
BFRG,"Bullfrog AI Holdings, Inc. - Common Stock",S,N,N,100,N,N
BFRGW,"Bullfrog AI Holdings, Inc. - Warrants",S,N,N,100,N,N
BFRI,Biofrontera Inc. - Common Stock,S,N,D,100,N,N
BFRIW,Biofrontera Inc. - Warrants,S,N,D,100,N,N
BFST,"Business First Bancshares, Inc. - Common Stock",Q,N,N,100,N,N
BGC,"BGC Group, Inc. - Class A Common Stock",Q,N,N,100,N,N
BGFV,Big 5 Sporting Goods Corporation - Common Stock,Q,N,N,100,N,N
BGL,Blue Gold Limited - Class A ordinary shares,G,N,N,100,N,N
BGLC,BioNexus Gene Lab Corp - Common stock,S,N,N,100,N,N
BGLWW,Blue Gold Limited - Warrant,S,N,N,100,N,N
BGM,BGM Group Ltd. - Class A Ordinary Shares,S,N,N,100,N,N
BHAT,Blue Hat Interactive Entertainment Technology - Ordinary Shares,S,N,N,100,N,N
BHF,"Brighthouse Financial, Inc. - Common Stock",Q,N,N,100,N,N
BHFAL,"Brighthouse Financial, Inc. - Junior Subordinated Debentures due 2058",Q,N,N,100,N,N
BHFAM,"Brighthouse Financial, Inc. - Depositary shares each representing a 1/1,000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock, Series D",Q,N,N,100,N,N
BHFAN,"Brighthouse Financial, Inc. - depositary shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series C",Q,N,N,100,N,N
BHFAO,"Brighthouse Financial, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 6.750% Non-Cumulative Preferred Stock, Series B",Q,N,N,100,N,N
BHFAP,"Brighthouse Financial, Inc. - Depositary Shares 6.6% Non-Cumulative Preferred Stock, Series A",Q,N,N,100,N,N
BHRB,Burke & Herbert Financial Services Corp. - Common Stock,S,N,N,100,N,N
BHST,BioHarvest Sciences Inc. - Common Stock,G,N,N,100,N,N
BIAF,"bioAffinity Technologies, Inc. - Common Stock",S,N,D,100,N,N
BIAFW,"bioAffinity Technologies, Inc. - Warrant",S,N,D,100,N,N
BIDU,"Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share",Q,N,N,100,N,N
BIGC,"BigCommerce Holdings, Inc. - Series 1 Common Stock",G,N,N,100,N,N
BIIB,Biogen Inc. - Common Stock,Q,N,N,100,N,N
BILI,Bilibili Inc. - American Depositary Shares,Q,N,N,100,N,N
BIOA,"BioAge Labs, Inc. - Common Stock",Q,N,N,100,N,N
BIOX,Bioceres Crop Solutions Corp. - Ordinary Shares,Q,N,N,100,N,N
BIRD,"Allbirds, Inc. - Class A Common Stock",Q,N,N,100,N,N
BITF,Bitfarms Ltd. - Common Stock,G,N,N,100,N,N
BIVI,BioVie Inc. - Common stock,S,N,N,100,N,N
BIYA,Baiya International Group Inc.  - Ordinary Shares,S,N,N,100,N,N
BJDX,"Bluejay Diagnostics, Inc. - Common Stock",S,N,N,100,N,N
BJRI,"BJ's Restaurants, Inc. - Common Stock",Q,N,N,100,N,N
BKHA,Black Hawk Acquisition Corporation - Class A Ordinary Shares,G,N,N,100,N,N
BKHAR,Black Hawk Acquisition Corporation - Rights,G,N,N,100,N,N
BKHAU,Black Hawk Acquisition Corporation - Units,G,N,N,100,N,N
BKNG,Booking Holdings Inc. - Common Stock,Q,N,N,100,N,N
BKR,Baker Hughes Company - Common Stock,Q,N,N,100,N,N
BKYI,"BIO-key International, Inc. - Common Stock",S,N,D,100,N,N
BL,"BlackLine, Inc. - Common Stock",Q,N,N,100,N,N
BLBD,Blue Bird Corporation - Common Stock,G,N,N,100,N,N
BLBX,Blackboxstocks Inc. - Common Stock,S,N,N,100,N,N
BLDE,"Blade Air Mobility, Inc. - Class A Common Stock",S,N,N,100,N,N
BLDEW,"Blade Air Mobility, Inc. - Warrants",S,N,N,100,N,N
BLDP,"Ballard Power Systems, Inc. - Common Shares",G,N,N,100,N,N
BLFS,"BioLife Solutions, Inc. - Common Stock",S,N,N,100,N,N
BLFY,Blue Foundry Bancorp - Common Stock,Q,N,N,100,N,N
BLIN,"Bridgeline Digital, Inc. - Common Stock",S,N,N,100,N,N
BLIV,BeLive Holdings - ordinary shares,S,N,N,100,N,N
BLKB,"Blackbaud, Inc. - Common Stock",Q,N,N,100,N,N
BLMN,"Bloomin' Brands, Inc. - Common Stock",Q,N,N,100,N,N
BLMZ,BloomZ Inc. - Ordinary Shares,S,N,D,100,N,N
BLNE,"Beeline Holdings, Inc. - Common Stock",S,N,N,100,N,N
BLNK,Blink Charging Co. - Common Stock,S,N,D,100,N,N
BLRX,BioLineRx Ltd. - American Depositary Shares,S,N,N,100,N,N
BLTE,"Belite Bio, Inc - American Depositary Shares",S,N,N,100,N,N
BLUWU,Blue Water Acquisition Corp. III - Unit.,G,N,N,100,N,N
BLZE,"Backblaze, Inc. - Common Stock",G,N,N,100,N,N
BMBL,Bumble Inc. - common stock,Q,N,N,100,N,N
BMEA,"Biomea Fusion, Inc. - Common Stock",Q,N,D,100,N,N
BMGL,Basel Medical Group Ltd - ordinary shares,S,N,N,100,N,N
BMHL,Bluemount Holdings Limited - Class B Ordinary Shares,S,N,N,100,N,N
BMR,Beamr Imaging Ltd. - Ordinary Share,S,N,N,100,N,N
BMRA,"Biomerica, Inc. - Common Stock",S,N,N,100,N,N
BMRC,Bank of Marin Bancorp - Common Stock,S,N,N,100,N,N
BMRN,BioMarin Pharmaceutical Inc. - Common Stock,Q,N,N,100,N,N
BNAI,Brand Engagement Network Inc. - Common Stock,S,N,D,100,N,N
BNAIW,Brand Engagement Network Inc. - Warrant,S,N,N,100,N,N
BNGO,"Bionano Genomics, Inc. - Common Stock",S,N,N,100,N,N
BNR,Burning Rock Biotech Limited - American Depositary Shares,G,N,N,100,N,N
BNRG,Brenmiller Energy Ltd - Ordinary Shares,S,N,N,100,N,N
BNTC,Benitec Biopharma Inc. - Common Stock,S,N,N,100,N,N
BNTX,BioNTech SE - American Depositary Shares,Q,N,N,100,N,N
BNZI,"Banzai International, Inc. - Class A Common Stock",S,N,N,100,N,N
BNZIW,"Banzai International, Inc. - Warrant",S,N,N,100,N,N
BOF,BranchOut Food Inc. - Common Stock,S,N,N,100,N,N
BOKF,BOK Financial Corporation - Common Stock,Q,N,N,100,N,N
BOLD,"Boundless Bio, Inc. - Common Stock",Q,N,N,100,N,N
BOLT,"Bolt Biotherapeutics, Inc. - Common Stock",S,N,N,100,N,N
BON,Bon Natural Life Limited - Class A Ordinary Shares,S,N,D,100,N,N
BOOM,DMC Global Inc. - Common Stock,Q,N,N,100,N,N
BOSC,B.O.S. Better Online Solutions - Ordinary Shares,S,N,N,100,N,N
BOTJ,"Bank of the James Financial Group, Inc. - Common Stock",S,N,N,100,N,N
BOWN,Bowen Acquisition Corp - Ordinary Shares,G,N,H,100,N,N
BOWNR,Bowen Acquisition Corp - Rights,G,N,H,100,N,N
BOWNU,Bowen Acquisition Corp - Unit,G,N,H,100,N,N
BOXL,Boxlight Corporation - Class A Common Stock,S,N,D,100,N,N
BPOP,"Popular, Inc. - Common Stock",Q,N,N,100,N,N
BPOPM,"Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities",Q,N,N,100,N,N
BPRN,"Princeton Bancorp, Inc. - Common Stock",Q,N,N,100,N,N
BPYPM,"Brookfield Property Partners L.P. - 6.25% Class A Cumulative Redeemable Preferred Units, Series 1",Q,N,N,100,N,N
BPYPN,"Brookfield Property Partners L.P. - 5.750% Class A Cumulative Redeemable Perpetual Preferred Units, Series 3",Q,N,N,100,N,N
BPYPO,"Brookfield Property Partners L.P. - 6.375% Class A Cumulative Redeemable Perpetual Preferred Units, Series 2",Q,N,N,100,N,N
BPYPP,Brookfield Property Partners L.P. - 6.50% Class A Cumulative Redeemable Perpetual Preferred Units,Q,N,N,100,N,N
BRAG,Bragg Gaming Group Inc. - Common Shares,Q,N,N,100,N,N
BREA,Brera Holdings PLC - Class B Ordinary Shares,S,N,N,100,N,N
BRFH,Barfresh Food Group Inc. - Common Stock,S,N,N,100,N,N
BRID,Bridgford Foods Corporation - Common Stock,G,N,N,100,N,N
BRKL,"Brookline Bancorp, Inc. - Common Stock",Q,N,N,100,N,N
BRKR,Bruker Corporation - Common Stock,Q,N,N,100,N,N
BRLS,Borealis Foods Inc. - Class A Common Shares,S,N,N,100,N,N
BRLSW,Borealis Foods Inc. - Warrant,S,N,N,100,N,N
BRLT,"Brilliant Earth Group, Inc. - Class A Common Stock",G,N,N,100,N,N
BRNS,Barinthus Biotherapeutics plc - American Depositary Shares,G,N,N,100,N,N
BRTX,"BioRestorative Therapies, Inc. - Common Stock",S,N,N,100,N,N
BRY,Berry Corporation (bry) - Common Stock,Q,N,N,100,N,N
BRZE,"Braze, Inc. - Class A Common Stock",Q,N,N,100,N,N
BSAAU,BEST SPAC I Acquisition Corp. - Unit,S,N,N,100,N,N
BSBK,Bogota Financial Corp. - Common Stock,S,N,N,100,N,N
BSET,"Bassett Furniture Industries, Incorporated - Common Stock",Q,N,N,100,N,N
BSGM,"BioSig Technologies, Inc. - Common Stock",S,N,N,100,N,N
BSLK,"Bolt Projects Holdings, Inc. - Common Stock",G,N,D,100,N,N
BSLKW,"Bolt Projects Holdings, Inc. - Warrant",S,N,N,100,N,N
BSRR,Sierra Bancorp - Common Stock,Q,N,N,100,N,N
BSVN,Bank7 Corp. - Common stock,Q,N,N,100,N,N
BSY,"Bentley Systems, Incorporated - Class B Common Stock",Q,N,N,100,N,N
BTAI,"BioXcel Therapeutics, Inc. - Common Stock",S,N,D,100,N,N
BTBD,"BT Brands, Inc. - Common Stock",S,N,N,100,N,N
BTBDW,"BT Brands, Inc. - Warrant",S,N,N,100,N,N
BTBT,"Bit Digital, Inc. - Ordinary Share",S,N,N,100,N,N
BTCS,BTCS Inc. - Common Stock,S,N,N,100,N,N
BTCT,BTC Digital Ltd. - Ordinary Shares,S,N,N,100,N,N
BTDR,Bitdeer Technologies Group - Ordinary Shares,S,N,N,100,N,N
BTM,Bitcoin Depot Inc. - Class A Common Stock,S,N,N,100,N,N
BTMD,Biote Corp. - Class A common stock,G,N,N,100,N,N
BTMWW,Bitcoin Depot Inc. - Warrant,S,N,N,100,N,N
BTOC,Armlogi Holding Corp. - common stock,G,N,N,100,N,N
BTOG,Bit Origin Limited - Class A Ordinary Shares,S,N,D,100,N,N
BTSG,"BrightSpring Health Services, Inc. - Common Stock",Q,N,N,100,N,N
BTSGU,"BrightSpring Health Services, Inc. - Tangible Equity Unit",Q,N,N,100,N,N
BULL,Webull Corporation - Class A Ordinary Shares,S,N,N,100,N,N
BULLW,Webull Corporation - Warrants,S,N,N,100,N,N
BUSE,First Busey Corporation - Common Stock,Q,N,N,100,N,N
BUSEP,"First Busey Corporation - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Series B Non-Cumulative Perpetual Preferred Stock, $0.001 par value",Q,N,N,100,N,N
BVFL,"BV Financial, Inc. - Common Stock",S,N,N,100,N,N
BVS,Bioventus Inc. - Class A Common Stock,Q,N,N,100,N,N
BWAY,BrainsWay Ltd. - American Depositary Shares,G,N,N,100,N,N
BWB,"Bridgewater Bancshares, Inc. - Common Stock",S,N,N,100,N,N
BWBBP,"Bridgewater Bancshares, Inc. - Depositary Shares, Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock, Series A",S,N,N,100,N,N
BWEN,"Broadwind, Inc. - Common Stock",S,N,N,100,N,N
BWFG,"Bankwell Financial Group, Inc. - Common Stock",G,N,N,100,N,N
BWIN,"The Baldwin Insurance Group, Inc. - Class A Common Stock",Q,N,N,100,N,N
BWMN,Bowman Consulting Group Ltd. - Common Stock,G,N,N,100,N,N
BYFC,Broadway Financial Corporation - Class A Common Stock,S,N,N,100,N,N
BYND,"Beyond Meat, Inc. - Common stock",Q,N,N,100,N,N
BYRN,"Byrna Technologies, Inc. - Common Stock",S,N,N,100,N,N
BYSI,"BeyondSpring, Inc. - Ordinary Shares",S,N,N,100,N,N
BZ,KANZHUN LIMITED - American Depository Shares,Q,N,N,100,N,N
BZAI,"Blaize Holdings, Inc. - Common Stock",G,N,N,100,N,N
BZAIW,"Blaize Holdings, Inc. - Warrant",S,N,N,100,N,N
BZFD,"BuzzFeed, Inc. - Class A Common Stock",S,N,N,100,N,N
BZFDW,"BuzzFeed, Inc. - Warrant",S,N,N,100,N,N
BZUN,Baozun Inc. - American Depositary Shares,Q,N,N,100,N,N
CAAS,"China Automotive Systems, Inc. - Common Stock",S,N,N,100,N,N
CABA,"Cabaletta Bio, Inc. - Common Stock",Q,N,N,100,N,N
CAC,Camden National Corporation - Common Stock,Q,N,N,100,N,N
CACC,Credit Acceptance Corporation - Common Stock,Q,N,N,100,N,N
CADL,"Candel Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
CAEP,"Cantor Equity Partners III, Inc. - Class A Ordinary Shares",G,N,N,100,N,N
CAI,"Caris Life Sciences, Inc. - Common Stock",Q,N,N,100,N,N
CAKE,The Cheesecake Factory Incorporated - Common Stock,Q,N,N,100,N,N
CALC,"CalciMedica, Inc. - Common Stock",S,N,N,100,N,N
CALM,"Cal-Maine Foods, Inc. - Common Stock",Q,N,N,100,N,N
CAMP,CAMP4 Therapeutics Corporation - Common Stock,G,N,N,100,N,N
CAMT,Camtek Ltd. - Ordinary Shares,G,N,N,100,N,N
CAN,Canaan Inc. - American Depositary Shares,G,N,D,100,N,N
CAPN,Cayson Acquisition Corp - Ordinary Shares,G,N,N,100,N,N
CAPNR,Cayson Acquisition Corp - Right,G,N,N,100,N,N
CAPNU,Cayson Acquisition Corp - Units,G,N,N,100,N,N
CAPR,"Capricor Therapeutics, Inc. - Common Stock",S,N,N,100,N,N
CAPS,Capstone Holding Corp. - Common Stock,S,N,N,100,N,N
CAPT,Captivision Inc. - Ordinary Shares,G,N,E,100,N,N
CAPTW,Captivision Inc. - Warrant,S,N,E,100,N,N
CAR,"Avis Budget Group, Inc. - Common Stock",Q,N,N,100,N,N
CARE,"Carter Bankshares, Inc. - Common Stock",Q,N,N,100,N,N
CARG,"CarGurus, Inc. - Class A Common Stock",Q,N,N,100,N,N
CARL,"Carlsmed, Inc. - Common Stock",Q,N,N,100,N,N
CARM,"Carisma Therapeutics, Inc. - Common Stock",S,N,D,100,N,N
CART,Maplebear Inc. - Common Stock,Q,N,N,100,N,N
CARV,"Carver Bancorp, Inc. - Common Stock",S,N,N,100,N,N
CASH,"Pathward Financial, Inc. - Common Stock",Q,N,E,100,N,N
CASI,"CASI Pharmaceuticals, Inc. - Ordinary Shares",S,N,D,100,N,N
CASK,"Heritage Distilling Holding Company, Inc. - Common Stock",S,N,D,100,N,N
CASS,"Cass Information Systems, Inc - Common Stock",Q,N,N,100,N,N
CASY,"Caseys General Stores, Inc. - Common Stock",Q,N,N,100,N,N
CATY,Cathay General Bancorp - Common Stock,Q,N,N,100,N,N
CBAT,"CBAK Energy Technology, Inc. - Common Stock",S,N,N,100,N,N
CBFV,"CB Financial Services, Inc. - Common Stock",G,N,N,100,N,N
CBIO,"Crescent Biopharma, Inc. - Common Stock",S,N,N,100,N,N
CBLL,"CeriBell, Inc. - Common Stock",Q,N,N,100,N,N
CBNK,"Capital Bancorp, Inc. - Common Stock",Q,N,N,100,N,N
CBRL,"Cracker Barrel Old Country Store, Inc. - Common Stock",Q,N,N,100,N,N
CBSH,"Commerce Bancshares, Inc. - Common Stock",Q,N,N,100,N,N
CBUS,"Cibus, Inc. - Class A Common Stock",S,N,N,100,N,N
CCAP,"Crescent Capital BDC, Inc. - Common Stock",G,N,N,100,N,N
CCB,Coastal Financial Corporation - Common Stock,Q,N,N,100,N,N
CCBG,Capital City Bank Group - Common Stock,Q,N,N,100,N,N
CCCC,"C4 Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N
CCCM,Columbus Circle Capital Corp I - Class A Ordinary Shares,G,N,N,100,N,N
CCCMU,Columbus Circle Capital Corp I - Units,G,N,N,100,N,N
CCCMW,Columbus Circle Capital Corp I - Warrant.,G,N,N,100,N,N
CCCS,CCC Intelligent Solutions Holdings Inc. - Common Stock,Q,N,N,100,N,N
CCCX,Churchill Capital Corp X - Class A Ordinary Shares,G,N,N,100,N,N
CCCXU,Churchill Capital Corp X - Unit,G,N,N,100,N,N
CCCXW,Churchill Capital Corp X - Warrants,G,N,N,100,N,N
CCD,Calamos Dynamic Convertible & Income Fund - Closed End Fund,Q,N,N,100,N,N
CCEC,Capital Clean Energy Carriers Corp. - Common Share,Q,N,N,100,N,N
CCEP,Coca-Cola Europacific Partners plc - Ordinary Shares,Q,N,N,100,N,N
CCG,Cheche Group Inc. - Class A Ordinary Shares,S,N,D,100,N,N
CCGWW,Cheche Group Inc. - Warrant,S,N,N,100,N,N
CCIIU,Cohen Circle Acquisition Corp. II - Unit,G,N,N,100,N,N
CCIR,Cohen Circle Acquisition Corp. I - Class A Ordinary Shares,G,N,N,100,N,N
CCIRU,Cohen Circle Acquisition Corp. I - Unit,G,N,N,100,N,N
CCIRW,Cohen Circle Acquisition Corp. I - Warrant,G,N,N,100,N,N
CCIX,Churchill Capital Corp IX - Ordinary Shares,G,N,N,100,N,N
CCIXU,Churchill Capital Corp IX - Unit,G,N,N,100,N,N
CCIXW,Churchill Capital Corp IX - Warrant,G,N,N,100,N,N
CCLD,"CareCloud, Inc. - Common Stock",G,N,N,100,N,N
CCLDO,"CareCloud, Inc. - 8.75% Series B Cumulative Redeemable Perpetual Preferred Stock",G,N,N,100,N,N
CCNE,CNB Financial Corporation - Common Stock,Q,N,N,100,N,N
CCNEP,"CNB Financial Corporation - Depositary shares, each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed- Rate Non-Cumulative Perpetual Preferred Stock",Q,N,N,100,N,N
CCOI,"Cogent Communications Holdings, Inc. - Common Stock",Q,N,N,100,N,N
CCRN,"Cross Country Healthcare, Inc. - Common Stock",Q,N,N,100,N,N
CCSI,"Consensus Cloud Solutions, Inc. - Common Stock",Q,N,N,100,N,N
CCTG,CCSC Technology International Holdings Limited - Class A Ordinary Shares,S,N,N,100,N,N
CDIO,Cardio Diagnostics Holdings Inc. - Common stock,S,N,N,100,N,N
CDIOW,Cardio Diagnostics Holdings Inc. - Warrant,S,N,N,100,N,N
CDLX,"Cardlytics, Inc. - Common Stock",G,N,N,100,N,N
CDNA,"CareDx, Inc. - Common Stock",G,N,N,100,N,N
CDNS,"Cadence Design Systems, Inc. - Common Stock",Q,N,N,100,N,N
CDRO,"Codere Online Luxembourg, S.A. - Ordinary Shares",S,N,N,100,N,N
CDROW,"Codere Online Luxembourg, S.A. - Warrants",S,N,N,100,N,N
CDT,Conduit Pharmaceuticals Inc.  - Common Stock,S,N,N,100,N,N
CDTG,CDT Environmental Technology Investment Holdings Limited - ordinary shares,S,N,D,100,N,N
CDTTW,Conduit Pharmaceuticals Inc.  - Warrant,S,N,N,100,N,N
CDTX,"Cidara Therapeutics, Inc. - Common Stock",S,N,N,100,N,N
CDW,CDW Corporation - Common Stock,Q,N,N,100,N,N
CDXS,"Codexis, Inc. - Common Stock",Q,N,N,100,N,N
CDZI,"Cadiz, Inc. - Common Stock",G,N,N,100,N,N
CDZIP,"Cadiz, Inc. - Depositary Shares",G,N,N,100,N,N
CECO,CECO Environmental Corp. - Common Stock,Q,N,N,100,N,N
CEG,Constellation Energy Corporation - Common Stock,Q,N,N,100,N,N
CELC,Celcuity Inc. - Common Stock,S,N,N,100,N,N
